,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
952092,HCM,20130109,2.7462,2.7585,2.5378,2.5762,350140
952324,HCM,20130108,2.5256,2.6482,2.501,2.6375,239580
952559,HCM,20130107,2.5746,2.6236,2.5256,2.5271,73120
952787,HCM,20130104,2.5378,2.5991,2.5256,2.5762,67680
953019,HCM,20130103,2.6482,2.6482,2.501,2.5026,203610
953250,HCM,20130102,2.6972,2.7217,2.6236,2.6253,72680
953483,HCM,20121228,2.4888,2.6727,2.4643,2.6498,476670
953714,HCM,20121227,2.5133,2.5501,2.452,2.5517,180600
953946,HCM,20121226,2.3662,2.4765,2.3662,2.4535,444310
954178,HCM,20121225,2.3171,2.3662,2.2804,2.3677,270020
954408,HCM,20121224,2.2804,2.3539,2.2313,2.3186,84730
954634,HCM,20121221,2.3049,2.3294,2.2681,2.3063,500840
954852,HCM,20121220,2.2558,2.3171,2.2313,2.3063,406740
955079,HCM,20121219,2.1945,2.2558,2.1945,2.2572,627220
955304,HCM,20121218,2.2068,2.2068,2.1578,2.1591,81940
955529,HCM,20121217,2.1823,2.2191,2.17,2.2082,205140
955752,HCM,20121214,2.1332,2.1823,2.1332,2.1591,231180
955980,HCM,20121213,2.1578,2.1945,2.1455,2.1468,221040
956203,HCM,20121212,2.1087,2.2068,2.0965,2.1959,179970
956428,HCM,20121211,2.1332,2.1332,2.0965,2.11,63430
956658,HCM,20121210,2.0474,2.1332,2.0474,2.1346,131360
956882,HCM,20121207,2.0965,2.0965,2.0474,2.0487,121450
957106,HCM,20121206,2.0842,2.0842,2.0597,2.061,44570
957324,HCM,20121205,2.0842,2.1332,2.0719,2.0732,62320
957546,HCM,20121204,2.0597,2.0719,2.0229,2.0732,30240
957756,HCM,20121203,2.0352,2.0474,2.0106,2.0242,143130
957970,HCM,20121130,2.0106,2.0229,2.0106,2.0119,23540
958191,HCM,20121129,2.0352,2.0352,1.9984,1.9996,25690
958405,HCM,20121128,1.9984,1.9984,1.9861,1.9996,100030
958611,HCM,20121127,2.0106,2.0229,1.9984,1.9996,85850
958827,HCM,20121126,2.0842,2.0842,2.0229,2.0242,61410
959042,HCM,20121123,2.0597,2.0719,2.0597,2.061,25950
959252,HCM,20121122,2.0597,2.0842,2.0597,2.0732,37360
959463,HCM,20121121,2.0719,2.0719,2.0597,2.0732,58760
959672,HCM,20121120,2.0842,2.0965,2.0597,2.0732,14030
959890,HCM,20121119,2.0842,2.0842,2.0352,2.0487,67260
960101,HCM,20121116,2.0719,2.0965,2.0597,2.0855,38830
960321,HCM,20121115,2.0719,2.1332,2.0719,2.0732,57660
960529,HCM,20121114,2.0965,2.1332,2.0842,2.0855,73180
960744,HCM,20121113,2.17,2.1945,2.0965,2.0978,36170
960961,HCM,20121112,2.0597,2.1455,2.0597,2.1468,107920
961179,HCM,20121109,2.0229,2.0474,2.0106,2.0487,38210
961394,HCM,20121108,2.0352,2.0352,1.9984,1.9996,42630
961611,HCM,20121107,1.9984,2.0719,1.9984,2.0364,55000
961828,HCM,20121106,2.0229,2.0229,1.9861,1.9874,32860
962042,HCM,20121105,2.0229,2.0474,1.9984,1.9996,78700
962257,HCM,20121102,2.0474,2.0597,2.0352,2.0364,141100
962467,HCM,20121101,2.1455,2.1455,2.1332,2.1346,6420
962679,HCM,20121031,2.1087,2.1455,2.1087,2.1346,5630
962894,HCM,20121030,2.1455,2.1455,2.1455,2.1468,13940
963117,HCM,20121029,2.1332,2.1455,2.1087,2.1468,12260
963328,HCM,20121026,2.1332,2.1578,2.121,2.1223,17660
963552,HCM,20121025,2.1578,2.1578,2.1087,2.1223,81660
963776,HCM,20121024,2.17,2.1823,2.1455,2.1591,37570
963994,HCM,20121023,2.17,2.17,2.1455,2.1591,37890
964212,HCM,20121022,2.1823,2.1823,2.1455,2.1591,65820
964423,HCM,20121019,2.2436,2.2558,2.1455,2.1836,119170
964641,HCM,20121018,2.2313,2.2681,2.2313,2.245,30580
964860,HCM,20121017,2.2804,2.2804,2.2436,2.2572,29470
965081,HCM,20121016,2.2191,2.2804,2.2068,2.2818,151310
965297,HCM,20121015,2.2068,2.2191,2.1823,2.1836,88350
965511,HCM,20121012,2.2313,2.2436,2.2068,2.2204,49490
965725,HCM,20121011,2.2313,2.2926,2.2313,2.2327,132900
965945,HCM,20121010,2.2068,2.2436,2.1823,2.2327,60460
966162,HCM,20121009,2.2313,2.2436,2.2068,2.2082,89420
966383,HCM,20121008,2.2068,2.2436,2.2068,2.245,155760
966603,HCM,20121005,2.1713,2.1832,2.1474,2.1713,51740
966815,HCM,20121004,2.1593,2.1832,2.1474,2.1594,59350
967037,HCM,20121003,2.1355,2.2071,2.1235,2.1594,79680
967258,HCM,20121002,2.1355,2.1355,2.0878,2.1236,46390
967471,HCM,20121001,2.1474,2.1474,2.0878,2.0997,99550
967689,HCM,20120928,2.1593,2.1713,2.1474,2.1475,62290
967900,HCM,20120927,2.1832,2.1951,2.1474,2.1713,45240
968120,HCM,20120926,2.1116,2.1951,2.1116,2.1832,162450
968340,HCM,20120925,2.1235,2.1474,2.1116,2.1117,116970
968556,HCM,20120924,2.1355,2.1355,2.1116,2.1236,68580
968771,HCM,20120921,2.1235,2.1355,2.0997,2.1355,97220
968990,HCM,20120920,2.1355,2.1474,2.0639,2.0878,385040
969212,HCM,20120919,2.0997,2.1713,2.0997,2.1713,186650
969430,HCM,20120918,2.2071,2.2428,2.1355,2.1355,177320
969659,HCM,20120917,2.2786,2.2906,2.2428,2.2429,173950
969879,HCM,20120914,2.2667,2.2786,2.2071,2.2668,273650
970101,HCM,20120913,2.1713,2.1832,2.1235,2.1832,98470
970315,HCM,20120912,2.1116,2.1713,2.0878,2.1236,80790
970531,HCM,20120911,2.1116,2.1235,2.0878,2.0878,102860
970756,HCM,20120910,2.1951,2.1951,2.1116,2.1117,308150
970979,HCM,20120907,2.2548,2.2548,2.1951,2.219,98290
971199,HCM,20120906,2.2548,2.2667,2.1832,2.1832,263840
971420,HCM,20120905,2.3264,2.3383,2.2548,2.2548,223600
971646,HCM,20120904,2.3025,2.3621,2.3025,2.3264,95190
971868,HCM,20120831,2.3383,2.3383,2.2906,2.3025,74680
972081,HCM,20120830,2.3383,2.386,2.2906,2.3383,183870
972308,HCM,20120829,2.3144,2.3264,2.2428,2.3264,320830
972535,HCM,20120828,2.2309,2.2786,2.1713,2.219,136830
972764,HCM,20120827,2.3741,2.3741,2.2667,2.2668,240320
972984,HCM,20120824,2.2667,2.4814,2.2667,2.3861,1041270
973212,HCM,20120823,2.386,2.4457,2.386,2.3861,89870
973439,HCM,20120822,2.5172,2.6127,2.5053,2.5054,332850
973668,HCM,20120821,2.6843,2.72,2.6365,2.6366,307470
973899,HCM,20120820,2.6962,2.7797,2.6962,2.7678,485170
974120,HCM,20120817,2.5888,2.6485,2.5769,2.6485,281090
974346,HCM,20120816,2.6007,2.6246,2.5769,2.6008,47340
974572,HCM,20120815,2.6007,2.6127,2.5888,2.6127,20660
974800,HCM,20120814,2.5769,2.6246,2.5769,2.6247,107710
975025,HCM,20120813,2.5888,2.5888,2.553,2.5889,49900
975252,HCM,20120810,2.6127,2.6127,2.5769,2.5889,50240
975472,HCM,20120809,2.6246,2.6365,2.6007,2.6008,44840
975703,HCM,20120808,2.6246,2.6246,2.5769,2.5769,53060
975927,HCM,20120807,2.6365,2.6365,2.565,2.5889,44970
976151,HCM,20120806,2.5769,2.6485,2.553,2.6247,186210
976373,HCM,20120803,2.5292,2.565,2.5172,2.5292,75070
976595,HCM,20120802,2.5172,2.565,2.5053,2.5292,63980
976818,HCM,20120801,2.5053,2.553,2.4934,2.5054,133730
977048,HCM,20120731,2.565,2.5769,2.5292,2.5531,47890
977272,HCM,20120730,2.5053,2.565,2.5053,2.5412,68200
977496,HCM,20120727,2.6127,2.6127,2.5053,2.5173,133050
977722,HCM,20120726,2.5292,2.565,2.5172,2.565,102900
977943,HCM,20120725,2.5292,2.565,2.5053,2.5173,174310
978165,HCM,20120724,2.5888,2.5888,2.4934,2.5292,316280
978386,HCM,20120723,2.5888,2.6485,2.565,2.5889,184540
978611,HCM,20120720,2.7081,2.732,2.6007,2.6008,310770
978832,HCM,20120719,2.5769,2.7081,2.5411,2.7082,503320
979056,HCM,20120718,2.5769,2.6246,2.4934,2.5889,103770
979277,HCM,20120717,2.5053,2.5888,2.5053,2.5889,244210
979501,HCM,20120716,2.5888,2.5888,2.4695,2.4696,144060
979723,HCM,20120713,2.3979,2.5172,2.3979,2.5054,267290
979953,HCM,20120712,2.3621,2.3979,2.3502,2.398,174270
980175,HCM,20120711,2.3144,2.3502,2.3144,2.3383,141790
980395,HCM,20120710,2.3144,2.3741,2.2906,2.3025,51660
980618,HCM,20120709,2.3383,2.3502,2.2906,2.3025,160560
980841,HCM,20120706,2.2906,2.386,2.2786,2.3503,481560
981066,HCM,20120705,2.2071,2.2786,2.1593,2.2787,71360
981284,HCM,20120704,2.2309,2.2548,2.1832,2.1832,90720
981504,HCM,20120703,2.2667,2.2667,2.2071,2.219,276570
981729,HCM,20120702,2.3621,2.3621,2.2667,2.2668,256860
981954,HCM,20120629,2.2786,2.3383,2.2786,2.3264,122640
982178,HCM,20120628,2.2786,2.2786,2.2548,2.2787,157570
982407,HCM,20120627,2.3264,2.3621,2.2667,2.2787,173670
982632,HCM,20120626,2.386,2.386,2.3144,2.3145,314560
982850,HCM,20120625,2.5053,2.5172,2.386,2.4219,193930
983077,HCM,20120622,2.5411,2.5411,2.4934,2.5054,255260
983308,HCM,20120621,2.5769,2.5888,2.5411,2.5412,106750
983537,HCM,20120620,2.565,2.5888,2.553,2.5769,113480
983764,HCM,20120619,2.5769,2.5888,2.5411,2.565,89270
983986,HCM,20120618,2.6485,2.6723,2.5888,2.6127,138580
984216,HCM,20120615,2.5411,2.6127,2.5411,2.5889,113110
984437,HCM,20120614,2.6127,2.6127,2.5053,2.5531,103240
984663,HCM,20120613,2.5769,2.6007,2.553,2.5531,76140
984886,HCM,20120612,2.6007,2.6365,2.5769,2.5769,186560
985114,HCM,20120611,2.6246,2.6843,2.5888,2.6366,221870
985344,HCM,20120608,2.72,2.72,2.5888,2.6008,326400
985573,HCM,20120607,2.5769,2.6246,2.565,2.6247,458010
985802,HCM,20120606,2.4814,2.553,2.4814,2.5054,215590
986032,HCM,20120605,2.4223,2.4687,2.4107,2.4695,185850
986262,HCM,20120604,2.4571,2.4571,2.3875,2.3999,374360
986493,HCM,20120601,2.515,2.573,2.4803,2.5043,135420
986719,HCM,20120531,2.6078,2.6078,2.4919,2.5159,294920
986947,HCM,20120530,2.5846,2.6425,2.5846,2.597,296660
987175,HCM,20120529,2.5266,2.5962,2.515,2.5854,95460
987403,HCM,20120528,2.6078,2.6078,2.5382,2.6086,438540
987633,HCM,20120525,2.4687,2.4919,2.4687,2.4927,219150
987866,HCM,20120524,2.4687,2.4919,2.3528,2.3767,321730
988099,HCM,20120523,2.515,2.573,2.4687,2.4695,254420
988327,HCM,20120522,2.5498,2.6078,2.5498,2.5854,373370
988560,HCM,20120521,2.4571,2.5498,2.4339,2.5507,168530
988791,HCM,20120518,2.515,2.515,2.4223,2.4347,608600
989019,HCM,20120517,2.6425,2.6425,2.5382,2.5391,231270
989252,HCM,20120516,2.5382,2.5962,2.4919,2.5738,205110
989481,HCM,20120515,2.6078,2.6425,2.5034,2.5275,521790
989714,HCM,20120514,2.7121,2.7468,2.6193,2.6202,501280
989948,HCM,20120511,2.8396,2.8396,2.7121,2.7477,388900
990182,HCM,20120510,2.8743,2.8743,2.7932,2.8173,491110
990417,HCM,20120509,2.77,2.8627,2.7584,2.8405,406580
990653,HCM,20120508,2.8396,2.9091,2.7816,2.7941,534320
990886,HCM,20120507,2.8859,2.8975,2.8396,2.8753,516260
991123,HCM,20120504,2.7468,2.8164,2.7237,2.7941,551410
991359,HCM,20120503,2.6541,2.77,2.5846,2.7362,515370
991593,HCM,20120502,2.8048,2.8164,2.6773,2.6898,376940
991824,HCM,20120427,2.7468,2.8164,2.7352,2.8057,315560
992059,HCM,20120426,2.7932,2.8511,2.7237,2.7477,955720
992294,HCM,20120425,2.6889,2.7468,2.6541,2.7477,518170
992527,HCM,20120424,2.5034,2.6193,2.4687,2.6202,320010
992759,HCM,20120423,2.5266,2.5498,2.4803,2.5043,285950
992992,HCM,20120420,2.4803,2.5382,2.4107,2.4927,491950
993219,HCM,20120419,2.573,2.573,2.4803,2.4811,704610
993450,HCM,20120418,2.6541,2.7005,2.573,2.6086,652520
993686,HCM,20120417,2.6425,2.6541,2.5962,2.655,758210
993922,HCM,20120416,2.4571,2.5382,2.4339,2.5391,540720
994154,HCM,20120413,2.4107,2.5498,2.3875,2.4231,570760
994390,HCM,20120412,2.4803,2.5034,2.4339,2.4579,602010
994625,HCM,20120411,2.5034,2.5034,2.4107,2.4579,463400
994860,HCM,20120410,2.3991,2.5034,2.376,2.3999,868460
995087,HCM,20120409,2.318,2.3875,2.2948,2.3883,655270
995315,HCM,20120406,2.2601,2.318,2.2485,2.284,525420
995544,HCM,20120405,2.1557,2.2716,2.1442,2.2492,430920
995773,HCM,20120404,2.2369,2.2601,2.1442,2.1681,272070
996003,HCM,20120403,2.1326,2.2021,2.1094,2.2028,460900
996233,HCM,20120330,2.0862,2.1094,2.0514,2.0985,384340
996460,HCM,20120329,2.2021,2.2021,2.0862,2.1101,423270
996689,HCM,20120328,2.1442,2.1905,2.0978,2.1912,503160
996914,HCM,20120327,2.2832,2.2832,2.2021,2.2028,1099930
997142,HCM,20120326,2.3991,2.3991,2.2832,2.3072,434170
997372,HCM,20120323,2.2601,2.3644,2.2601,2.342,416610
997603,HCM,20120322,2.2601,2.3296,2.2485,2.2608,457070
997834,HCM,20120321,2.2485,2.318,2.2369,2.3072,1030360
998065,HCM,20120320,2.1557,2.2137,2.1442,2.2144,429790
998293,HCM,20120319,2.0978,2.2021,2.0978,2.1449,467450
998526,HCM,20120316,2.1442,2.1557,2.1094,2.1565,1093740
998756,HCM,20120315,1.9703,2.063,1.9239,2.0637,457540
998982,HCM,20120314,2.0051,2.0051,1.9471,1.971,285420
999215,HCM,20120313,1.9355,1.9703,1.9008,1.971,226410
999449,HCM,20120312,1.9703,1.9703,1.866,1.8782,267180
999679,HCM,20120309,1.9703,2.0051,1.9124,1.9478,200760
999910,HCM,20120308,2.0167,2.063,1.9703,1.971,508350
1000135,HCM,20120307,2.0514,2.0862,1.9819,2.0637,406850
1000365,HCM,20120306,2.1326,2.2021,2.0398,2.0637,1144800
1000597,HCM,20120305,2.1326,2.1326,2.1326,2.1333,197730
1000831,HCM,20120302,1.9587,2.0398,1.8776,2.0405,588890
1001060,HCM,20120301,1.9819,1.9935,1.9124,1.9594,220620
1001282,HCM,20120229,1.9239,1.9587,1.866,1.9594,313980
1001507,HCM,20120228,2.0167,2.0167,1.9239,1.9246,456320
1001737,HCM,20120227,1.9703,2.0398,1.9587,2.0173,344370
1001968,HCM,20120224,1.9703,2.0514,1.9587,1.9594,458250
1002196,HCM,20120223,1.9124,1.9703,1.8892,1.971,561660
1002421,HCM,20120222,1.7733,1.8776,1.7733,1.8782,356990
1002646,HCM,20120221,1.8776,1.8776,1.7849,1.797,369470
1002872,HCM,20120220,1.7617,1.7965,1.7617,1.797,322520
1003100,HCM,20120217,1.6806,1.7153,1.6574,1.7159,103550
1003322,HCM,20120216,1.6458,1.669,1.6226,1.6463,49990
1003541,HCM,20120215,1.6806,1.6806,1.6342,1.6463,110700
1003761,HCM,20120214,1.6806,1.7037,1.6458,1.6811,80040
1003982,HCM,20120213,1.6806,1.6806,1.6226,1.6347,102620
1004201,HCM,20120210,1.7153,1.7385,1.6806,1.6811,164130
1004423,HCM,20120209,1.7965,1.8196,1.7385,1.7507,251520
1004645,HCM,20120208,1.7385,1.7965,1.7385,1.797,203820
1004869,HCM,20120207,1.7501,1.7733,1.7037,1.7275,264040
1005088,HCM,20120206,1.7617,1.808,1.7269,1.7507,88870
1005304,HCM,20120203,1.866,1.866,1.7385,1.7623,441610
1005527,HCM,20120202,1.7849,1.8196,1.7849,1.8202,144680
1005746,HCM,20120201,1.7849,1.7849,1.7153,1.7391,129400
1005963,HCM,20120131,1.7733,1.8428,1.7733,1.7855,137620
1006177,HCM,20120130,1.7501,1.7849,1.7037,1.7739,122300
1006394,HCM,20120120,1.7385,1.7501,1.7037,1.7507,99390
1006612,HCM,20120119,1.6806,1.7269,1.669,1.7275,69060
1006824,HCM,20120118,1.6226,1.669,1.6226,1.6695,38130
1007037,HCM,20120117,1.6458,1.6574,1.6226,1.6347,82760
1007248,HCM,20120116,1.6342,1.6574,1.611,1.6463,109630
1007465,HCM,20120113,1.5762,1.5994,1.5647,1.6,73450
1007674,HCM,20120112,1.5299,1.5647,1.5299,1.5536,52940
1007885,HCM,20120111,1.611,1.611,1.5531,1.5536,60460
1008100,HCM,20120110,1.4951,1.5878,1.4951,1.5884,107140
1008319,HCM,20120109,1.5067,1.5299,1.4603,1.5188,29170
1008533,HCM,20120106,1.5299,1.5299,1.4951,1.4956,50380
1008740,HCM,20120105,1.5762,1.5762,1.5299,1.5304,55980
1008952,HCM,20120104,1.5878,1.5994,1.5762,1.5768,39560
1009163,HCM,20120103,1.6226,1.669,1.5994,1.6,12950
1009368,HCM,20111230,1.611,1.6458,1.5994,1.6231,84680
1009592,HCM,20111229,1.611,1.611,1.5647,1.5884,59770
1009815,HCM,20111228,1.5415,1.611,1.5415,1.6115,134860
1010034,HCM,20111227,1.5994,1.5994,1.5183,1.542,105600
1010251,HCM,20111226,1.5994,1.6226,1.5762,1.5884,60050
1010469,HCM,20111223,1.5994,1.6226,1.5647,1.6,44720
1010688,HCM,20111222,1.6806,1.6806,1.5994,1.6,142340
1010910,HCM,20111221,1.6806,1.7269,1.6806,1.6811,56170
1011128,HCM,20111220,1.7385,1.7385,1.6806,1.6811,73090
1011349,HCM,20111219,1.7143,1.7143,1.6709,1.7043,68110
1011563,HCM,20111216,1.6601,1.7143,1.6601,1.7151,135840
1011780,HCM,20111215,1.6818,1.6818,1.6492,1.65,109960
1011999,HCM,20111214,1.736,1.7469,1.6818,1.7043,142620
1012219,HCM,20111213,1.7577,1.7903,1.736,1.7369,81310
1012432,HCM,20111212,1.8337,1.8337,1.7794,1.7803,79020
1012652,HCM,20111209,1.8011,1.8337,1.7903,1.8346,437600
1012870,HCM,20111208,1.8771,1.8879,1.8445,1.8454,85130
1013087,HCM,20111207,1.8662,1.8988,1.8662,1.878,100770
1013306,HCM,20111206,1.953,1.953,1.8662,1.8997,206290
1013534,HCM,20111205,1.8879,1.9205,1.8554,1.9214,222920
1013751,HCM,20111202,1.7794,1.8337,1.7686,1.8346,82510
1013974,HCM,20111201,1.7686,1.7794,1.7469,1.7586,122110
1014192,HCM,20111130,1.7577,1.7577,1.7143,1.7369,25910
1014407,HCM,20111129,1.7794,1.7794,1.736,1.7369,22380
1014615,HCM,20111128,1.736,1.7903,1.736,1.7586,115260
1014824,HCM,20111125,1.736,1.7469,1.7143,1.7151,61350
1015039,HCM,20111124,1.7469,1.7577,1.7252,1.7369,19900
1015252,HCM,20111123,1.7686,1.7794,1.7469,1.7477,28220
1015466,HCM,20111122,1.7143,1.7469,1.7143,1.7369,18410
1015675,HCM,20111121,1.736,1.736,1.7143,1.7151,27820
1015882,HCM,20111118,1.7143,1.736,1.7035,1.726,57540
1016096,HCM,20111117,1.7794,1.7903,1.736,1.7369,32060
1016307,HCM,20111116,1.7577,1.7794,1.7469,1.7803,35690
1016521,HCM,20111115,1.736,1.736,1.6926,1.726,48810
1016735,HCM,20111114,1.736,1.7577,1.6818,1.7151,38140
1016951,HCM,20111111,1.7577,1.7794,1.736,1.7369,35880
1017159,HCM,20111110,1.7794,1.7794,1.736,1.7586,81460
1017374,HCM,20111109,1.8228,1.8228,1.7903,1.802,14820
1017592,HCM,20111108,1.8228,1.8337,1.7794,1.8346,67070
1017815,HCM,20111107,1.8337,1.8445,1.7794,1.8128,67690
1018034,HCM,20111104,1.8771,1.8771,1.8337,1.8346,32510
1018256,HCM,20111103,1.8228,1.8554,1.8228,1.8454,26800
1018473,HCM,20111102,1.8445,1.8662,1.812,1.8237,129900
1018694,HCM,20111101,1.9205,1.9313,1.8771,1.8888,121680
1018915,HCM,20111031,1.9747,1.9747,1.9205,1.9214,385430
1019129,HCM,20111028,1.8662,1.8879,1.812,1.8888,158470
1019352,HCM,20111027,1.7794,1.812,1.7794,1.802,30610
1019573,HCM,20111026,1.7686,1.7903,1.7686,1.7803,29290
1019783,HCM,20111025,1.7903,1.8011,1.7686,1.7694,43110
1020001,HCM,20111024,1.8662,1.8771,1.7903,1.7911,127800
1020217,HCM,20111021,1.736,1.8228,1.736,1.8237,185350
1020440,HCM,20111020,1.736,1.7686,1.736,1.7477,42760
1020651,HCM,20111019,1.7794,1.7794,1.7143,1.7369,43420
1020866,HCM,20111018,1.7252,1.736,1.7143,1.7151,66040
1021080,HCM,20111017,1.7903,1.8011,1.736,1.7369,57940
1021293,HCM,20111014,1.7577,1.8228,1.7577,1.802,35320
1021510,HCM,20111013,1.7143,1.7903,1.7143,1.7803,59710
1021726,HCM,20111012,1.7686,1.7686,1.7035,1.726,173290
1021945,HCM,20111011,1.8228,1.8228,1.7686,1.7803,56250
1022160,HCM,20111010,1.812,1.812,1.7577,1.7694,87040
1022378,HCM,20111007,1.8554,1.8554,1.7903,1.8128,65680
1022595,HCM,20111006,1.7577,1.8445,1.7577,1.8237,112850
1022814,HCM,20111005,1.7903,1.7903,1.736,1.7586,116450
1023033,HCM,20111004,1.6818,1.7469,1.6818,1.7151,166510
1023250,HCM,20111003,1.812,1.812,1.7252,1.7369,122170
1023464,HCM,20110930,1.8445,1.8771,1.7794,1.802,89590
1023684,HCM,20110929,1.8988,1.9313,1.8554,1.8563,107200
1023903,HCM,20110928,1.9747,1.9747,1.9422,1.9431,68110
1024127,HCM,20110927,1.9096,1.9856,1.9096,1.9431,62870
1024345,HCM,20110926,1.953,1.953,1.9313,1.9322,67650
1024563,HCM,20110923,1.9639,1.9856,1.953,1.954,175330
1024781,HCM,20110922,1.9747,2.029,1.9747,2.0082,98000
1025001,HCM,20110921,1.9856,2.0181,1.953,1.9757,127310
1025221,HCM,20110920,2.0507,2.0507,1.953,1.954,72220
1025442,HCM,20110919,1.953,2.029,1.953,2.0299,66440
1025662,HCM,20110916,2.0181,2.0507,1.953,1.954,132660
1025881,HCM,20110915,2.0181,2.0507,1.9639,2.0408,194750
1026101,HCM,20110914,2.17,2.1809,2.0615,2.0625,366370
1026322,HCM,20110913,2.1592,2.1917,2.1049,2.1711,317610
1026546,HCM,20110912,2.1049,2.1592,2.0724,2.1059,297480
1026767,HCM,20110909,2.0941,2.17,2.0941,2.1602,107770
1026990,HCM,20110908,2.1809,2.1809,2.1483,2.1602,364030
1027213,HCM,20110907,2.0615,2.0832,2.029,2.0842,335860
1027434,HCM,20110906,2.029,2.0507,1.9856,1.9865,211300
1027654,HCM,20110905,2.0941,2.1158,2.0073,2.0842,240550
1027872,HCM,20110901,2.0615,2.0941,2.0615,2.0951,227870
1028092,HCM,20110831,1.9422,1.9964,1.9422,1.9974,325790
1028313,HCM,20110830,1.9096,1.9096,1.8988,1.9105,185350
1028537,HCM,20110829,1.7794,1.8228,1.7686,1.8237,138050
1028751,HCM,20110826,1.736,1.7577,1.736,1.7369,81840
1028966,HCM,20110825,1.6926,1.736,1.6926,1.7369,98240
1029185,HCM,20110824,1.7903,1.7903,1.6926,1.6934,44290
1029401,HCM,20110823,1.7469,1.7469,1.7035,1.7369,167810
1029616,HCM,20110822,1.6709,1.6709,1.6709,1.6717,31640
1029834,HCM,20110819,1.6074,1.6431,1.5895,1.6001,177460
1030048,HCM,20110818,1.6788,1.6967,1.6342,1.6538,137780
1030264,HCM,20110817,1.5449,1.6163,1.5449,1.618,188300
1030478,HCM,20110816,1.527,1.5628,1.5181,1.5465,161430
1030691,HCM,20110815,1.5181,1.527,1.5092,1.5286,73710
1030906,HCM,20110812,1.4735,1.5181,1.4735,1.5108,80470
1031122,HCM,20110811,1.5092,1.5092,1.4645,1.475,31680
1031337,HCM,20110810,1.5181,1.5181,1.4645,1.4839,42980
1031559,HCM,20110809,1.4824,1.4824,1.4377,1.475,185080
1031770,HCM,20110808,1.5092,1.527,1.5002,1.5108,82700
1031978,HCM,20110805,1.5449,1.5538,1.5181,1.5465,56900
1032186,HCM,20110804,1.4913,1.5449,1.4913,1.5465,24050
1032401,HCM,20110803,1.4735,1.4735,1.4556,1.475,34820
1032616,HCM,20110802,1.5002,1.527,1.4645,1.4661,106680
1032831,HCM,20110801,1.5449,1.5449,1.5002,1.5018,15960
1033043,HCM,20110729,1.5449,1.5449,1.5092,1.5197,31810
1033255,HCM,20110728,1.5092,1.5449,1.5092,1.5376,43600
1033472,HCM,20110727,1.5181,1.5181,1.5092,1.5197,17250
1033681,HCM,20110726,1.5181,1.5538,1.5092,1.5108,23840
1033894,HCM,20110725,1.527,1.536,1.5181,1.5197,19880
1034104,HCM,20110722,1.5538,1.5538,1.527,1.5286,21620
1034317,HCM,20110721,1.5538,1.5895,1.536,1.5376,26300
1034528,HCM,20110720,1.5181,1.5538,1.5002,1.5555,16240
1034739,HCM,20110719,1.536,1.536,1.4913,1.4929,12430
1034948,HCM,20110718,1.5002,1.5449,1.5002,1.5197,25500
1035150,HCM,20110715,1.5449,1.5628,1.527,1.5465,7170
1035355,HCM,20110714,1.5449,1.5449,1.5002,1.5465,25870
1035565,HCM,20110713,1.5092,1.5628,1.5092,1.5286,20670
1035778,HCM,20110712,1.4913,1.527,1.4913,1.5108,35110
1035986,HCM,20110711,1.536,1.5538,1.5092,1.5197,33370
1036195,HCM,20110708,1.5449,1.5895,1.5449,1.5555,47940
1036406,HCM,20110707,1.536,1.6074,1.536,1.5555,46640
1036616,HCM,20110706,1.5895,1.6163,1.5538,1.5555,65980
1036826,HCM,20110705,1.5806,1.5895,1.5806,1.5912,80320
1037037,HCM,20110704,1.527,1.5449,1.5181,1.5197,9680
1037244,HCM,20110701,1.536,1.5628,1.5002,1.5376,43620
1037456,HCM,20110630,1.5895,1.6253,1.5628,1.5644,48730
1037664,HCM,20110629,1.5985,1.6074,1.5449,1.5912,24630
1037875,HCM,20110628,1.6074,1.6431,1.5895,1.6001,26380
1038084,HCM,20110627,1.6342,1.6521,1.6074,1.6448,29030
1038295,HCM,20110624,1.5806,1.6431,1.5806,1.6359,12440
1038509,HCM,20110623,1.6788,1.6788,1.5806,1.6001,120050
1038724,HCM,20110622,1.6699,1.7414,1.6521,1.6538,43760
1038936,HCM,20110621,1.6342,1.6699,1.5985,1.6717,105870
1039146,HCM,20110620,1.6342,1.6788,1.5985,1.6001,111320
1039353,HCM,20110617,1.7681,1.7681,1.6788,1.6806,210170
1039558,HCM,20110616,1.6967,1.7681,1.6342,1.7611,183930
1039768,HCM,20110615,1.7146,1.7592,1.6967,1.6985,126880
1039981,HCM,20110614,1.786,1.8842,1.7414,1.7789,222780
1040195,HCM,20110613,1.7778,1.8555,1.7778,1.7967,124760
1040409,HCM,20110610,1.7519,1.7778,1.7519,1.7795,318570
1040624,HCM,20110609,1.6397,1.7692,1.6397,1.7017,222240
1040835,HCM,20110608,1.6742,1.7087,1.6224,1.7017,194920
1041048,HCM,20110607,1.6397,1.6397,1.6397,1.6412,94970
1041262,HCM,20110606,1.4844,1.562,1.4671,1.5635,128060
1041472,HCM,20110603,1.5879,1.5879,1.4671,1.4944,662790
1041685,HCM,20110602,1.5189,1.5189,1.5189,1.5203,50740
1041901,HCM,20110601,1.3808,1.4498,1.3808,1.4512,80780
1042112,HCM,20110531,1.329,1.3808,1.3204,1.3821,69880
